Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling	FAIR Issues	FAIR Score
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/PranavMandlik/BrainTumor-Indirectinputs-	PranavMandlik	PranavMandlik	Python					No README; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/hollabharath/IndiaBrainTemplates	hollabharath	hollabharath	Shell					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/zhaohuaxishi1/neonatal_Individual_Parcellation	zhaohuaxishi1	zhaohuaxishi1	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/DSmith537/Brain_Tumour_Segmentation_UNet_Indi	DSmith537	DSmith537	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/StarryBNU/Physicist_Brain_Type_Indicator	StarryBNU	StarryBNU	TypeScript					No Version Info; No Container; No Environment Spec	7
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/Subham2901/Thousand-Brains-Project-Individual_Project	Subham2901	Subham2901	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/SrijanRoy12/HealthyIndia-Digital-Health-Brain-MVP-	SrijanRoy12	SrijanRoy12	Python					No Version Info; No Container; No Environment Spec	7
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/rscgh/individual_function_predictions	rscgh	rscgh	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/selina-lii/fMRI_individual_parcellation	selina-lii	selina-lii	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/connectomicslab/indivbrainparcel	connectomicslab		Python					No Version Info; No Container; No Environment Spec	7
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/pratikjaiswal1998/Indian-Stock-Analyser	pratikjaiswal1998	pratikjaiswal1998	Python					No Version Info; No Container; No Environment Spec	7
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/forwho/Individual-Difference-in-Structural-connectivity	forwho	forwho	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/decolab/restoring-signatures-individual-WBM	decolab	idontknoweider	Python					No Version Info; No Container; No Environment Spec	7
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/data-indi/brain	data-indi	frankyeh; github-actions[bot]; data-hcp						No Dependencies; No Version Info; No Container; No Environment Spec	6
iPSC Neurodegenerative Disease Initiative Cell Line Collection	iNDI	Alzheimer's Disease; ALS; Parkinson's Disease; Frontotemporal Dementia; Lewy Body Dementia	https://github.com/Amanmathur150/IndianSmartBrain	Amanmathur150	Amanmathur150	JavaScript					No Version Info; No Container; No Environment Spec	7
Accelerating Medicines Partnership - Parkinson's Disease and Related Disorders	AMP-PD	Parkinson's Disease; Prodromal Parkinson's Disease; Genetic PD; Essential Tremor; Normal Controls	https://github.com/Nvl1024/InfoTheoryParkinson	Nvl1024		Jupyter Notebook					No Dependencies; No Version Info; No Container	7
Accelerating Medicines Partnership - Parkinson's Disease and Related Disorders	AMP-PD	Parkinson's Disease; Prodromal Parkinson's Disease; Genetic PD; Essential Tremor; Normal Controls	https://github.com/aneesh-aparajit/amp-pdpp-rl	aneesh-aparajit	aneesh-aparajit	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Accelerating Medicines Partnership - Parkinson's Disease and Related Disorders	AMP-PD	Parkinson's Disease; Prodromal Parkinson's Disease; Genetic PD; Essential Tremor; Normal Controls	https://github.com/helenyjx/Accelerating-Medicines-Partnership-Parkinson-s-Disease-AMP-PD-Progression-Prediction	helenyjx	helenyjx; 5ukhy21; RuixinLou	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/bmcastrow/AmyloidbetaA4-pIC50-prediction	bmcastrow	bmcastrow	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/AAA-lab-genetic/Multiancestry_LRRK2_p.A419V	AAA-lab-genetic	LimKaiShi	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/RoxanneWAAANG/A4-Unet	RoxanneWAAANG	JenDuu; RoxanneWAAANG	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/menglutao/Motor-imagery-classification-from-EEG-for-brain-computer-interface	menglutao	DiegoZanutti; menglutao	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/bhavik-knight/5511-a4-brain-surgery	bhavik-knight	bhavik-bhagat-smu; bhavik-knight; dependabot[bot]	Python					No Dependencies; No Container; No Environment Spec	7
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/henrymasterlof/brainpill-a41e75f3-ind	henrymasterlof	henrymasterlof						No Dependencies; No Version Info; No Container; No Environment Spec	6
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/MohdIrfan03/Brain-Hemorrhage-Detection_A4_3-32-39	MohdIrfan03	MohdIrfan03	Python					No Version Info; No Container; No Environment Spec	7
Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	A4	Preclinical Alzheimer's Disease; Amyloid-positive Cognitively Normal; Normal Controls	https://github.com/dayBrain/DayBrain-5-Minute-Daily-Planner-Template	dayBrain	gmhsource-lab	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Brain Health Registry	BHR	Alzheimer's Disease; Parkinson's Disease; Cognitive Decline; Normal Aging; Multiple Neurodegenerative Conditions	https://github.com/PathipakaSujita/bhr2	PathipakaSujita	PathipakaSujita	JavaScript					No README; No Version Info; No Container; No Environment Spec	6
Brain Health Registry	BHR	Alzheimer's Disease; Parkinson's Disease; Cognitive Decline; Normal Aging; Multiple Neurodegenerative Conditions	https://github.com/ehmpathy/rhachet-brains-bhrain	ehmpathy	ehm-seaturtle; rhelease[bot]; uladkasach	TypeScript					No Container; No Environment Spec	8
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/xmootoo/gsp-alzheimer-detection	xmootoo	xmootoo	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/XiaoliNolan/GSGLMTL	XiaoliNolan	XiaoliNolan	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Magiccapital/D-GSMLM-code	Magiccapital	Magiccapital	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Ipbhardwaj/Alzheimers_GSE5281_Analysis	Ipbhardwaj	Ipbhardwaj	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shirleychawla/Alzheimer-Transcriptomics-GSE122063	shirleychawla	shirleychawla	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Aditidwivedi-bio/Alzheimer_GeneExpression_GSE5281	Aditidwivedi-bio	Aditidwivedi-bio	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mohamedessamhashim/GSE63060_IL6_Analysis	mohamedessamhashim	mohamedessamhashim						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/rashyy17/Microarray-Data-Analysis-GSE5281-Alzheimers-Disease-	rashyy17	rashyy17	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/claudiaazzahrasarif07/ANALISIS-TRANSKRIPTOMIK-PENYAKIT-ALZHEIMER-MENGGUNAKAN-DATASET-GSE5281	claudiaazzahrasarif07	claudiaazzahrasarif07						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/ls-javier/mRNA--GSE5281-Drug-Repurposing	ls-javier	ls-javier	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/theaxonaut/GSE33000-AD-analysis	theaxonaut	theaxonaut	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/kamilasharani08-bit/GSE5281_AD_Transcriptomics	kamilasharani08-bit	kamilasharani08-bit						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BioData-Yipeng/Brain-tissue-AD-scRNA-seq-GSE175814	BioData-Yipeng	BioData-Yipeng	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/jlm-assist/gse95587-ad-te-analysis	jlm-assist		Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BioData-Yipeng/Brain-tissue-AD-scRNA-seq-GSE188545	BioData-Yipeng	BioData-Yipeng	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/psj1996-CR7/AD-scRNAseq-GSE138852-Pipeline	psj1996-CR7	psj1996-CR7	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/khaledalam/GSE205450_PD_RNAseq_Analysis	khaledalam	khaledalam	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mohamedOubella/GSEII_2_AI_Project	mohamedOubella	mohamedOubella	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Arpitashukla09/Arduino-GPS-GSM-Bulwark	Arpitashukla09	Arpitashukla09						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/yansheng-qiu/GSS	yansheng-qiu	yansheng-qiu	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/GuangqiWen/BrainGSL	GuangqiWen	GuangqiWen	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/leiferlab/NeRVEclustering	leiferlab	JeffreyNguyen; ashleylinder; aleifer; gplummer	Matlab					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Gaitxh/GS-GCA-A-novel-robust-Student-s-t-based-Granger-causality-for-EEG-based-brain-network-analysis	Gaitxh	Gaitxh	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shuo-zhou/GSDA-Lateralization	shuo-zhou	shuo-zhou; junhaols	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/agriffa/GSP_brain_decode_fingerprint	agriffa	agriffa	MATLAB					No Version Info; No Container; No Environment Spec	7
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/EEG-NBF-Gaussian-Splatting/FP-Neural-Brain-Fields-for-EEG-Reconstruction-with-GS	EEG-NBF-Gaussian-Splatting	YaronH08; LironAdi						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/anders-s-olsen/BrainGSP_subject-specific	anders-s-olsen	anders-s-olsen	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/zyzju/GSSIP	zyzju	zyzju	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/mssabir/BulkRNASeq_MouseBrain_GSLandSAMetabolismPathways	mssabir	mssabir	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/shamroz12/Human-Brain-Gene-Regulatory-Network-Analysis-GSE5281	shamroz12	shamroz12	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Vamsi-Dath/GAN-Evaluation---Brain-MRI	Vamsi-Dath	Vamsi-Dath	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/LingyuanMeng17/BrainGS	LingyuanMeng17	LingyuanMeng17						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/BRomans/GSS_BrainSculptor	BRomans	BRomans; galantartdesign	C#					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Saint24Louis/GST-Test	Saint24Louis	Saint24Louis	JavaScript					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/MehkaanKhan/neurodyads-gsoc2026	MehkaanKhan	MehkaanKhan	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/laurabilicz/GSoC2018	laurabilicz	laurabilicz	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/Kunall7890/BrainWave_Responsive_website_GSAP	Kunall7890		JavaScript					No Version Info; No Container; No Environment Spec	7
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/tlancian/gsp_brain	tlancian	tlancian	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/tiper2066/gsap-brainwave	tiper2066	tiper2066	TypeScript					No Version Info; No Container; No Environment Spec	7
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/MangoCode0/Brain_GSE50161_Dataset_CaseStudy	MangoCode0	MangoCode0	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/aayushi-shekhat/GSoC-eeg-brain-classification	aayushi-shekhat	aayushi-shekhat	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/smir9ra18/Brain_scRNAseq_Workflow_GSE67835	smir9ra18	smir9ra18						No Dependencies; No Version Info; No Container; No Environment Spec	6
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/aaron-gemstate/gsh-second-brain	aaron-gemstate	aaron-gemstate	TypeScript					No Version Info; No Container; No Environment Spec	7
Generation Scotland	GS	Multiple conditions including neurodegenerative diseases; Normal Aging	https://github.com/stmh/gsc-brain-interface	stmh	stmh	JavaScript					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/tjiagoM/adni_phenotypes	tjiagoM	tjiagoM	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/tiwari-vaish/alzheimers-cognitive-classification	tiwari-vaish		Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/manvis2/Predicting-Alzheimers-Disease-Progression	manvis2	manvis2	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/GeorgeTak/Diploma-thesis	GeorgeTak	GeorgeTak	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/RaymondSHANG/NACC_AI	RaymondSHANG	RaymondSHANG	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/cemiledemir/NACC_Alzheimer_Disease_Prediction	cemiledemir	cemiledemir	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/yoonjoungkim/alzheimers-automl	yoonjoungkim	yoonjoungkim	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/atri-biostats/NACCADRC	atri-biostats	mcdonohue	R					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/atri-biostats/UDS	atri-biostats	mcdonohue	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/MenuraSathnindu/MindGauge	MenuraSathnindu	MenuraSathnindu	Jupyter Notebook					No Container; No Environment Spec	8
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/bawansr/T07_AstraCode	bawansr	bawansr	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/wll199566/NACC_Dementia_Subtype	wll199566	wll199566	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/danula-rathnayaka/dementia-prediction	danula-rathnayaka	danula-rathnayaka	Jupyter Notebook					No Container; No Environment Spec	8
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/0xneobyte/ModelX-Dementia-0xCyberNauts	0xneobyte	0xneobyte; zenith600; Gimhani03; ManujaDemin-dev	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/arosharandew/MindScope-Dementia-Risk-Prediction-System	arosharandew	arosharandew	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
National Alzheimer's Coordinating Center	NACC	Alzheimer's Disease; Frontotemporal Dementia; Lewy Body Dementia; Normal Controls	https://github.com/MrRaveen/Dimensia-Model	MrRaveen	MrRaveen; SanujaRasanajna2007	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Northern Ireland Cohort for Longitudinal Study of Ageing	NICOLA	Aging; Multiple age-related conditions	https://github.com/alexandrezamberlan/tcc_nicolas	alexandrezamberlan	alexandrezamberlan	ASL					No Version Info; No Container; No Environment Spec	7
Northern Ireland Cohort for Longitudinal Study of Ageing	NICOLA	Aging; Multiple age-related conditions	https://github.com/NCBV/PCBS_NicolasBeauvais_project	NCBV	NCBV	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Northern Ireland Cohort for Longitudinal Study of Ageing	NICOLA	Aging; Multiple age-related conditions	https://github.com/thoughtpilot99/company-brain-starter	thoughtpilot99	thoughtpilot99	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/rgs212/Meta-analysis-Smith	rgs212	rgs212	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/rishi2002/Molecular_activity_prediction_using_smiles	rishi2002	rishi2002	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/MangoWAY/SMIBID_BrainRegistration	MangoWAY	MangoWAY	Python					No Version Info; No Container; No Environment Spec	7
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/zjor/smile-hunter	zjor	zjor	TypeScript					No Version Info; No Container; No Environment Spec	7
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/mbpfws/sentient-brain-smithery	mbpfws	mbpfws	Python					No Version Info; No Environment Spec	8
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/thepok/BrainSmith	thepok	thepok	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/Entropicsky/SmiteGodBrainstorm	Entropicsky	Entropicsky	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/krzylesniewski/brainsSmileGame	krzylesniewski	krzylesniewski	JavaScript					No Version Info; No Container; No Environment Spec	7
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/netnichaa/SmileySound	netnichaa	netnichaa	Dart					No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/the-sasi/BrainSmith_backend	the-sasi		Python					No Version Info; No Container; No Environment Spec	7
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/BonaDenyS/smith-brain	BonaDenyS		JavaScript					No Version Info; No Container; No Environment Spec	7
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/Voiki-html/smiley	Voiki-html	Voiki-html						No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/stuhelgeson/smidi-system	stuhelgeson	stuhelgeson	C					No Dependencies; No Version Info; No Container; No Environment Spec	6
Scottish Medical Imaging Research Dataset	SMI	Multiple conditions including neurodegenerative diseases	https://github.com/smimrankhan/smimrankhan-AI-Blog-Idea-Brainstormer	smimrankhan	smimrankhan	Python					No Version Info; No Container; No Environment Spec	7
Cambridge Centre for Ageing and Neuroscience (Cam-CAN)	Cam-CAN	Alzheimer's Disease; Dementia; Mild Cognitive Impairment; Healthy Aging; Cognitive Aging	https://github.com/McIntosh-Lab/dFC_Cam-CAN	McIntosh-Lab	neudorf	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridge Centre for Ageing and Neuroscience (Cam-CAN)	Cam-CAN	Alzheimer's Disease; Dementia; Mild Cognitive Impairment; Healthy Aging; Cognitive Aging	https://github.com/kojonketia/African-Brain-Data-Science-ABDS-project	kojonketia	kojonketia	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
